X,Y,OBJECTID,KC_Fac_FID,F_Name,F_Type,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType
-122.326898220925,47.4507693349987,6727,11746,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.326980098483,47.4504424052899,6728,11747,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.327154898515,47.4500824775349,6729,11748,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.327433104413,47.449167191418,6730,11749,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.327477400056,47.4487660873667,6731,11750,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.32756062615,47.4484656024984,6732,11751,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.327639247996,47.4481722758934,6733,11752,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.327771255644,47.4477336489835,6734,11753,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.327927588466,47.4450534738512,6735,11754,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.327961468596,47.4449213522055,6736,11755,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.328158547521,47.4444152200834,6737,11756,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.328395868039,47.4440157873979,6738,11757,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.323292017338,47.4631882625402,6739,11758,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323309220026,47.4630839035813,6740,11759,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323296160293,47.4628020476819,6741,11760,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323296349022,47.462615151622,6742,11761,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323299313708,47.4624286879931,6743,11762,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323297831278,47.4622043635973,6744,11763,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323292973739,47.4617739657597,6745,11764,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323293610517,47.4614644112694,6746,11765,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323297644325,47.4610709096127,6747,11766,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323281040342,47.4606737510516,6748,11767,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323320753381,47.4602042208476,6749,11768,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323426001239,47.4598922396012,6750,11769,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323633638565,47.4595643026217,6751,11770,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.323832412341,47.459363038846,6752,11771,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.32464726061,47.4582707834122,6753,11772,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.324810688669,47.457875176723,6754,11773,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.324893016812,47.457589264611,6755,11774,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.324973445124,47.457333524373,6756,11775,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.325102740542,47.4568843443619,6757,11776,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.325284430528,47.4564880306349,6758,11777,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.325418513291,47.4560340902002,6759,11778,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.325553726738,47.4556080400895,6760,11779,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.325730407986,47.4550368446893,6761,11780,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.325770967873,47.4546021599384,6762,11781,Light Pole,Light/Light Pole,Lake to Sound Trail - SeaTac,Trail (Regional),City of SeaTac,City,King County Parks and Recreation,King County Parks,City of SeaTac,City
-122.161883168526,47.4190786746117,6763,11782,Light Pole,Light/Light Pole,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.16263575944,47.4190307563434,6764,11783,Light Pole,Light/Light Pole,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.139140136516,47.3835459476126,6765,11784,Light Pole,Light/Light Pole,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.276495609696,47.7533486138732,6766,11788,Kiosk,Kiosk,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.971837753192,47.3753512222467,6767,11789,Kiosk,Kiosk,Cedar River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.136937509759,47.4654901274739,6768,11790,Kiosk,Kiosk,Cedar River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.039072082979,47.5399224816856,6769,11791,Kiosk,Kiosk,East Lake Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.104427457945,47.6674618440336,6770,11792,Kiosk,Kiosk,East Lake Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.006708257537,47.5769548725153,6771,11793,Kiosk,Kiosk,East Plateau Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.263490326572,47.3866977593374,6772,11794,Kiosk,Kiosk,Green River Trail Site - Kent,Trail Site Regional,City of Kent,City,King County Parks and Recreation,King County Parks,City of Kent,City
-122.27296762227,47.3950175227067,6773,11795,Kiosk,Kiosk,Green River Trail Site - Kent,Trail Site Regional,City of Kent,City,King County Parks and Recreation,King County Parks,City of Kent,City
-122.273936423131,47.3941956226323,6774,11796,Kiosk,Kiosk,Green River Trail Site - Kent,Trail Site Regional,City of Kent,City,King County Parks and Recreation,King County Parks,City of Kent,City
-122.273963146159,47.4010709459307,6775,11797,Kiosk,Kiosk,Green River Trail Site - Kent,Trail Site Regional,City of Kent,City,King County Parks and Recreation,King County Parks,City of Kent,City
-122.264428607272,47.4222787991743,6776,11798,Kiosk,Kiosk,Green River Trail Site - Kent,Trail Site Regional,City of Kent,City,King County Parks and Recreation,King County Parks,City of Kent,City
-122.248037058586,47.4658855475073,6777,11799,Kiosk,Kiosk,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.042613350379,47.3809350818272,6778,11800,Kiosk,Kiosk,Green To Cedar Rivers Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.038136053644,47.3804212098692,6779,11801,Kiosk,Kiosk,Green To Cedar Rivers Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.239472503017,47.3078559278693,6780,11802,Kiosk,Kiosk,Interurban Trail Site - Auburn,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Auburn,City
-122.239186493639,47.3407911286297,6781,11803,Kiosk,Kiosk,Interurban Trail Site - Auburn,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Auburn,City
